level_0,index,id,name,categories,referralId,hasPerk,location.address,location.crossStreet,location.lat,location.lng,location.labeledLatLngs,location.postalCode,location.cc,location.city,location.state,location.country,location.formattedAddress,venuePage.id,location.neighborhood
0,0,4c9e1438542b224b2925f09f,Bus Stop,Bus Stop,v-1611346322,False,Bournemouth Gardens,Gervis Rd,50.72004991352224,-1.8783867497434523,"[{'label': 'display', 'lat': 50.72004991352224, 'lng': -1.8783867497434523}]",BH 1 2,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth Gardens (Gervis Rd)', 'Bournemouth', 'Dorset', 'BH 1 2']",,
1,1,4e282b3fd4c0e361d9db0e87,Bus Stop,Bus Stop,v-1611346322,False,Bourne Avenue,,50.72099925094467,-1.8807245737094367,"[{'label': 'display', 'lat': 50.72099925094467, 'lng': -1.8807245737094367}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bourne Avenue', 'Bournemouth', 'Dorset']",,
2,2,4d7b7ccecf3f3704925d3c40,Bournemouth Sq. Bus Stop,Bus Stop,v-1611346322,False,,,50.719904768700374,-1.8785133112071997,"[{'label': 'display', 'lat': 50.719904768700374, 'lng': -1.8785133112071997}]",,GB,,,United Kingdom,,,
3,3,4cd812e553a7f04d8a6d6116,Bus stop - cranborne house,Bus Stop,v-1611346322,False,,,50.72427056882155,-1.8672632932293252,"[{'label': 'display', 'lat': 50.72427056882155, 'lng': -1.8672632932293252}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset']",,
4,4,4da59b0d0cb6d75e29fae504,Cememtery Junction Bus Stop,Bus Stop,v-1611346322,False,,,50.73159058826061,-1.8733577885937027,"[{'label': 'display', 'lat': 50.73159058826061, 'lng': -1.8733577885937027}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset']",,
5,5,4dffa7b4a809baedbd923d16,Centre Bus Stop,Bus Stop,v-1611346322,False,,,50.7197901424205,-1.8784245224871567,"[{'label': 'display', 'lat': 50.7197901424205, 'lng': -1.8784245224871567}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset']",,
6,6,4d868a2c8de9721e16265d51,Bournemouth Square Bus Station (Stand S),Bus Stop,v-1611346322,False,,,50.719821,-1.878241,"[{'label': 'display', 'lat': 50.719821, 'lng': -1.878241}]",,GB,,,United Kingdom,,,
7,7,4fa7d29ae4b0bcbb48bca0dd,Bournemouth Yellow Bus Station,Bus Station,v-1611346322,False,,,50.71979581223556,-1.8777508950488393,"[{'label': 'display', 'lat': 50.71979581223556, 'lng': -1.8777508950488393}]",,GB,,,United Kingdom,,,
8,8,4e20550f52b1f82ffb929003,Staff Bus,Outdoors & Recreation,v-1611346322,False,,,50.72121,-1.88116,"[{'label': 'display', 'lat': 50.72121, 'lng': -1.88116}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset']",,
9,9,4fcf5aa8e4b0e76d894c2b9b,Number 3 Bus,Bus Line,v-1611346322,False,,,50.719079,-1.880247,"[{'label': 'display', 'lat': 50.719079, 'lng': -1.880247}]",,GB,,,United Kingdom,,,
10,10,4e6757aa183850162845d77b,39 Bus,Bus Line,v-1611346322,False,,,50.7193441,-1.877624,"[{'label': 'display', 'lat': 50.7193441, 'lng': -1.877624}]",,GB,,,United Kingdom,,,
11,11,58bc43167220e6425c323161,Burlington Arcade Bus Stop,Bus Stop,v-1611346322,False,,,50.72129,-1.8749925,"[{'label': 'display', 'lat': 50.72129, 'lng': -1.8749925}]",BH1,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset', 'BH1']",,
12,12,5a7aa96995da0c0f0f5d501f,Terrace Road Bus Stop,Bus Stop,v-1611346322,False,Terrace Road,,50.719353,-1.883015,"[{'label': 'display', 'lat': 50.719353, 'lng': -1.883015}]",BH2 5NW,GB,Bournemouth,Dorset,United Kingdom,"['Terrace Road', 'Bournemouth', 'Dorset', 'BH2 5NW']",,
13,13,5a66dd30e96d0c0183568265,St Michael's Bus Stop,Bus Stop,v-1611346322,False,Poole Road,,50.72005,-1.8896307,"[{'label': 'display', 'lat': 50.72005, 'lng': -1.8896307}]",BH2 5QJ,GB,Bournemouth,Dorset,United Kingdom,"['Poole Road', 'Bournemouth', 'Dorset', 'BH2 5QJ']",,
14,14,4da71f7c6a230db30ed17543,Poole Hill Bus Stop,Bus Stop,v-1611346322,False,,,50.719727859558,-1.8869507991128642,"[{'label': 'display', 'lat': 50.719727859558, 'lng': -1.8869507991128642}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset']",,
15,15,5ac3c9e5898bdc1185da485c,Bournemouth Pier Bus Stop,Bus Stop,v-1611346322,False,Exeter Road,,50.71658,-1.8771403,"[{'label': 'display', 'lat': 50.71658, 'lng': -1.8771403}]",BH2 5AF,GB,Bournemouth,Dorset,United Kingdom,"['Exeter Road', 'Bournemouth', 'Dorset', 'BH2 5AF']",,
16,16,52defcdc11d25252db4e1fad,2b yellow bus,Bus Line,v-1611346322,False,,,50.72134793636238,-1.873960560340296,"[{'label': 'display', 'lat': 50.72134793636238, 'lng': -1.873960560340296}]",,GB,,,United Kingdom,,,
17,17,4ffd9482e4b06f1e8651fff0,In The Bus,Other Great Outdoors,v-1611346322,False,,,50.718132,-1.873774,"[{'label': 'display', 'lat': 50.718132, 'lng': -1.873774}]",,GB,,,United Kingdom,,,
18,18,5a7aa8dbb6eedb703f1f803e,Queens Road Bus Stop,Bus Stop,v-1611346322,False,Poole Road,,50.72068,-1.8920199,"[{'label': 'display', 'lat': 50.72068, 'lng': -1.8920199}]",BH2 5QU,GB,Bournemouth,Dorset,United Kingdom,"['Poole Road', 'Bournemouth', 'Dorset', 'BH2 5QU']",,
19,19,4cf2312c7e93f04d9aba5169,Lansdowne Bath Road Bus Stop,Bus Stop,v-1611346322,False,,,50.72119328401119,-1.8679647731489626,"[{'label': 'display', 'lat': 50.72119328401119, 'lng': -1.8679647731489626}]",,GB,,,United Kingdom,,,
21,21,5d74d6932c8f0d0008b4c995,Savoy Hotel Bus Stop,Bus Stop,v-1611346322,False,West Cliff Road,,50.71653,-1.8848393,"[{'label': 'display', 'lat': 50.71653, 'lng': -1.8848393}]",BH2 5JA,GB,,,United Kingdom,"['West Cliff Road', 'BH2 5JA']",,
22,22,5a813e7c9e0d542fa32388c9,Hinton Road Top Bus Stop,Bus Stop,v-1611346322,False,Hinton Road,,50.718197,-1.8725752,"[{'label': 'display', 'lat': 50.718197, 'lng': -1.8725752}]",BH1,GB,Bournemouth,Dorset,United Kingdom,"['Hinton Road', 'Bournemouth', 'Dorset', 'BH1']",,
23,23,4ceab632fe90a35de44d4f0e,University Bus Stop,Bus Stop,v-1611346322,False,,,50.74309975261418,-1.8985799021004333,"[{'label': 'display', 'lat': 50.74309975261418, 'lng': -1.8985799021004333}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset']",,
24,24,5a6de52bc876c851ad807f1f,Wootton Gardens Bus Stop,Bus Stop,v-1611346322,False,Old Christchurch Road,,50.722164,-1.8701162,"[{'label': 'display', 'lat': 50.722164, 'lng': -1.8701162}]",BH1 1JU,GB,Bournemouth,Dorset,United Kingdom,"['Old Christchurch Road', 'Bournemouth', 'Dorset', 'BH1 1JU']",,
25,25,5a7aaba2fdb9a72ceaa97228,Lansdowne (Christchurch Road) Bus Stop,Bus Stop,v-1611346322,False,Christchurch Road,,50.72219227337244,-1.8644351098574208,"[{'label': 'display', 'lat': 50.72219227337244, 'lng': -1.8644351098574208}]",BH1 3LT,GB,Bournemouth,Dorset,United Kingdom,"['Christchurch Road', 'Bournemouth', 'Dorset', 'BH1 3LT']",,
26,26,5639bfdacd106a29a3191b45,bus stop,Bus Stop,v-1611346322,False,,,50.72213076487877,-1.8642855262251743,"[{'label': 'display', 'lat': 50.72213076487877, 'lng': -1.8642855262251743}]",,GB,,,United Kingdom,,,
27,27,4e3195e7a809ef7b4ecefd2f,St. Francis Church Bus Stop,Bus Stop,v-1611346322,False,,,50.74769871142008,-1.861197200057863,"[{'label': 'display', 'lat': 50.74769871142008, 'lng': -1.861197200057863}]",,GB,,,United Kingdom,,,
28,28,5a7953598496ca474115b8ff,Netherhall Gardens Bus Stop,Bus Stop,v-1611346322,False,Poole Road,,50.72178,-1.89803,"[{'label': 'display', 'lat': 50.72178, 'lng': -1.89803}]",BH4 9DD,GB,Bournemouth,Dorset,United Kingdom,"['Poole Road', 'Bournemouth', 'Dorset', 'BH4 9DD']",,
29,29,4c79082da86837049d110f4d,Boscombe Bus Station,Bus Station,v-1611346322,False,Ashley Rd,,50.72802576643239,-1.8346747960608392,"[{'label': 'display', 'lat': 50.72802576643239, 'lng': -1.8346747960608392}]",,GB,Boscombe,Dorset,United Kingdom,"['Ashley Rd', 'Boscombe', 'Dorset']",,
30,0,4ba7c997f964a5205db339e3,Blakes Restaurant & Bar,Hotel Bar,v-1611346322,False,"Connaught Hotel, 30 West Hill Rd",at Hahnemann Rd,50.71721199218776,-1.8853271663676223,"[{'label': 'display', 'lat': 50.71721199218776, 'lng': -1.8853271663676223}]",BH2 5PH,GB,Bournemouth,Dorset,United Kingdom,"['Connaught Hotel, 30 West Hill Rd (at Hahnemann Rd)', 'Bournemouth', 'Dorset', 'BH2 5PH']",,
31,1,4b3dee01f964a520709725e3,Key West Restaurant,Restaurant,v-1611346322,False,Bournemouth Pier,Pier Approach,50.71401238004586,-1.8746515205336096,"[{'label': 'display', 'lat': 50.71401238004586, 'lng': -1.8746515205336096}]",BH2 5AA,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth Pier (Pier Approach)', 'Bournemouth', 'Dorset', 'BH2 5AA']",,
32,2,55967507498e87852dbcb554,corıander mexican restaurant,Mexican Restaurant,v-1611346322,False,,,50.72093636752633,-1.879375540260244,"[{'label': 'display', 'lat': 50.72093636752633, 'lng': -1.879375540260244}]",,GB,,,United Kingdom,,,
33,3,55984065498ee524862937eb,Miri's Restaurant,Restaurant,v-1611346322,False,55 Bourne Avenue,,50.72127,-1.88075,"[{'label': 'display', 'lat': 50.72127, 'lng': -1.88075}]",BH2 6DW,GB,Bournemouth,Dorset,United Kingdom,"['55 Bourne Avenue', 'Bournemouth', 'Dorset', 'BH2 6DW']",,
34,4,522e70358abfe9410c01e973,The Restaurant at the Gala Casino Nottingham,Restaurant,v-1611346322,False,48 Westover Rd.,,50.7181181370005,-1.87354627399958,"[{'label': 'display', 'lat': 50.7181181370005, 'lng': -1.87354627399958}]",BH1 2BZ,GB,Bournemouth,Dorset,United Kingdom,"['48 Westover Rd.', 'Bournemouth', 'Dorset', 'BH1 2BZ']",,
35,5,55034862498e18fb12ed2201,rotana restaurant and Cafe,Restaurant,v-1611346322,False,,,50.73576749698066,-1.866185506506125,"[{'label': 'display', 'lat': 50.73576749698066, 'lng': -1.866185506506125}]",,GB,,,United Kingdom,,,
36,6,4f50d00fe4b0d16b301054b7,Day's Restaurant,Chinese Restaurant,v-1611346322,False,"Unit 3, St. Peters Quarter",,50.720895371441856,-1.875720565626287,"[{'label': 'display', 'lat': 50.720895371441856, 'lng': -1.875720565626287}]",BH1 2AD,GB,Bournemouth,Dorset,United Kingdom,"['Unit 3, St. Peters Quarter', 'Bournemouth', 'Dorset', 'BH1 2AD']",,
37,7,53010e0f498eb70fe901ebdd,Dayz Chinese restaurant,Chinese Restaurant,v-1611346322,False,,,50.72101593017578,-1.8756904602050781,"[{'label': 'display', 'lat': 50.72101593017578, 'lng': -1.8756904602050781}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset']",,
39,9,4fedeedee4b0eb402e2ac806,Restaurant,Restaurant,v-1611346322,False,Christchurch Harbour Hotel & Spa,95 Mudeford,50.728382,-1.745257,"[{'label': 'display', 'lat': 50.728382, 'lng': -1.745257}]",,GB,Christchurch,Dorset,United Kingdom,"['Christchurch Harbour Hotel & Spa (95 Mudeford)', 'Christchurch', 'Dorset']",,
40,10,542a93ad498e69504f6e75ec,Atlantica Portuguese Restaurant,Portuguese Restaurant,v-1611346322,False,United Kingdom,,50.720055,-1.885325,"[{'label': 'display', 'lat': 50.720055, 'lng': -1.885325}]",,GB,,,United Kingdom,['United Kingdom'],,
41,11,4d767e3646a8b60c34dc382a,Tiien Thai Restaurant,Thai Restaurant,v-1611346322,False,105 St. Michaels Rd,,50.7158594,-1.8826364,"[{'label': 'display', 'lat': 50.7158594, 'lng': -1.8826364}]",BH2 5DU,GB,Bournemouth,Dorset,United Kingdom,"['105 St. Michaels Rd', 'Bournemouth', 'Dorset', 'BH2 5DU']",,
42,12,58e2468fd0bb3e2f45a66c77,Troy Turkish Restaurant,Turkish Restaurant,v-1611346322,False,5 The Triangle,,50.72004378358437,-1.8853449696386213,"[{'label': 'display', 'lat': 50.72004378358437, 'lng': -1.8853449696386213}]",BH2 5RY,GB,Bournemouth,Dorset,United Kingdom,"['5 The Triangle', 'Bournemouth', 'Dorset', 'BH2 5RY']",,
43,13,5fa3d2b3f326260d3402423a,Prezzo Italian Restaurant Bournemouth Westover Road,Restaurant,v-1611346322,False,58-59 Westover Rd,,50.71806,-1.87311,"[{'label': 'display', 'lat': 50.71806, 'lng': -1.87311}]",BH1 2BZ,GB,Bournemouth,,United Kingdom,"['58-59 Westover Rd', 'Bournemouth', 'BH1 2BZ']",,
44,14,4cd7f5d25e1b721e039937d9,Saray Turkish Restaurant,Turkish Restaurant,v-1611346322,False,208 Old Christchurch Rd,,50.72215774667084,-1.8705477416925425,"[{'label': 'display', 'lat': 50.72215774667084, 'lng': -1.8705477416925425}]",BH1 1PD,GB,Bournemouth,Dorset,United Kingdom,"['208 Old Christchurch Rd', 'Bournemouth', 'Dorset', 'BH1 1PD']",,
45,15,4b76a449f964a520ff552ee3,West Beach Restaurant and Bar,Seafood Restaurant,v-1611346322,False,Pier Approach,,50.71556796346859,-1.8774826354415532,"[{'label': 'display', 'lat': 50.71556796346859, 'lng': -1.8774826354415532}]",BH2 5AA,GB,Bournemouth,Dorset,United Kingdom,"['Pier Approach', 'Bournemouth', 'Dorset', 'BH2 5AA']",,
46,16,52dbd608498e408913a3db33,Paprika Restaurant,Gastropub,v-1611346322,False,332 Holdenhurst Road,,50.7336540222168,-1.8459515571594238,"[{'label': 'display', 'lat': 50.7336540222168, 'lng': -1.8459515571594238}]",BH8 8BE,GB,Bournemouth,Dorset,United Kingdom,"['332 Holdenhurst Road', 'Bournemouth', 'Dorset', 'BH8 8BE']",164150151,
47,17,5903a333b546187ea55a86e7,Agora Restaurant,Restaurant,v-1611346322,False,,,50.72276,-1.868827,"[{'label': 'display', 'lat': 50.72276, 'lng': -1.868827}]",BH1,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset', 'BH1']",,
48,18,510113f4c84cd79a5df30e26,"Dragon Inn Chinese Restaurant & Takeaway, Bournemouth",Chinese Restaurant,v-1611346322,False,685 Wimborne Road,,50.74893378034029,-1.8773853778839111,"[{'label': 'display', 'lat': 50.74893378034029, 'lng': -1.8773853778839111}]",BH9 2AT,GB,Bournemouth,,United Kingdom,"['685 Wimborne Road', 'Bournemouth', 'BH9 2AT']",,
49,19,4fbf9afde4b060bd330a09fc,Wave Restaurant and Bar,Bar,v-1611346322,False,,,50.721579,-1.86678,"[{'label': 'display', 'lat': 50.721579, 'lng': -1.86678}]",,GB,,,United Kingdom,,,
50,20,52f7cbc0498effed36c80f73,Full Plate restaurant,Polish Restaurant,v-1611346322,False,19 Lansdowne Rd,,50.72342980765827,-1.8669354915618896,"[{'label': 'display', 'lat': 50.72342980765827, 'lng': -1.8669354915618896}]",BH1 1RZ,GB,Bournemouth,Dorset,United Kingdom,"['19 Lansdowne Rd', 'Bournemouth', 'Dorset', 'BH1 1RZ']",,
51,21,4db1df3a1e729fcc565c7380,Fredricks Restaurant,Restaurant,v-1611346322,False,Menzies Carlton Hotel,East Overcliff,50.718615,-1.864815,"[{'label': 'display', 'lat': 50.718615, 'lng': -1.864815}]",BH1 3DN,GB,Bournemouth,Dorset,United Kingdom,"['Menzies Carlton Hotel (East Overcliff)', 'Bournemouth', 'Dorset', 'BH1 3DN']",,
52,22,5476431e498e0976300f3623,Scoffier Restaurant,English Restaurant,v-1611346322,False,,,50.72139293812948,-1.8644868694985899,"[{'label': 'display', 'lat': 50.72139293812948, 'lng': -1.8644868694985899}]",,GB,,,United Kingdom,,,
53,23,58a9bf3972efa45b3781462b,Chiquito,Mexican Restaurant,v-1611346322,False,Exeter Road,Exeter Rd,50.7189141,-1.8795482,"[{'label': 'display', 'lat': 50.7189141, 'lng': -1.8795482}]",BH2 5AU,GB,Bournemouth,Dorset,United Kingdom,"['Exeter Road (Exeter Rd)', 'Bournemouth', 'Dorset', 'BH2 5AU']",,
54,24,5f72449e86a6aa1b1dec748f,Minas Restaurant & Bar,Portuguese Restaurant,v-1611346322,False,60 Holdenhurst Rd,,50.7237015,-1.8642842,"[{'label': 'display', 'lat': 50.7237015, 'lng': -1.8642842}]",BH8 8AQ,GB,Bournemouth,Dorset,United Kingdom,"['60 Holdenhurst Rd', 'Bournemouth', 'Dorset', 'BH8 8AQ']",,
55,25,58c997d15804ea7c26e16ac3,Prezzo,Italian Restaurant,v-1611346322,False,UG9 BH2 Leisure Complex,Exeter Crescent,50.71879,-1.879928,"[{'label': 'display', 'lat': 50.71879, 'lng': -1.879928}]",BH2 5DD,GB,Bournemouth,Dorset,United Kingdom,"['UG9 BH2 Leisure Complex (Exeter Crescent)', 'Bournemouth', 'Dorset', 'BH2 5DD']",,
56,26,4b95500bf964a520c89b34e3,1812 Cocktail Bar,Cocktail Bar,v-1611346322,False,Exeter Road,Royal Exeter Hotel,50.71774830326034,-1.8785731362643863,"[{'label': 'display', 'lat': 50.71774830326034, 'lng': -1.8785731362643863}]",BH2 5AG,GB,Bournemouth,Dorset,United Kingdom,"['Exeter Road (Royal Exeter Hotel)', 'Bournemouth', 'Dorset', 'BH2 5AG']",,
57,27,4be1944b8dd062b5d8603e3c,The Garden Restaurant - Cottonwood Boutique Hotel,Hotel,v-1611346322,False,The Cottonwood Boutique Hotel East Overcliff Drive,East Cliff,50.71979486465741,-1.8588841918312096,"[{'label': 'display', 'lat': 50.71979486465741, 'lng': -1.8588841918312096}]",BH1 3AP,GB,Bournemouth,Dorset,United Kingdom,"['The Cottonwood Boutique Hotel East Overcliff Drive (East Cliff)', 'Bournemouth', 'Dorset', 'BH1 3AP']",,
58,28,4c6f021dd7fab1f727215ac9,Retro Lebanese Restaurant,Lebanese Restaurant,v-1611346322,False,Charminster Rd,,50.73536646475639,-1.8674849679964372,"[{'label': 'display', 'lat': 50.73536646475639, 'lng': -1.8674849679964372}]",,GB,Bournouth,,United Kingdom,"['Charminster Rd', 'Bournouth']",,
59,29,4c27bc583492a593d754b628,Atlantico,Fast Food Restaurant,v-1611346322,False,6 The Triangle,Commercial Rd,50.720058188779845,-1.8853561209819296,"[{'label': 'display', 'lat': 50.720058188779845, 'lng': -1.8853561209819296}]",BH2 5RY,GB,Bournemouth,Dorset,United Kingdom,"['6 The Triangle (Commercial Rd)', 'Bournemouth', 'Dorset', 'BH2 5RY']",,
60,0,5f1113e5f4103e7f66b105fa,Benefit Cosmetics Brow Bar,Health & Beauty Service,v-1611346322,False,The Square,,50.72019324157779,-1.878584753372956,"[{'label': 'display', 'lat': 50.72019324157779, 'lng': -1.878584753372956}]",BH2 5LY,GB,Bournemouth,Dorset,United Kingdom,"['The Square', 'Bournemouth', 'Dorset', 'BH2 5LY']",,
61,1,570f9496498e6c82d012d93f,Level8ight The Sky Bar,Cocktail Bar,v-1611346322,False,Hilton Bournmouth,,50.718990858884816,-1.8807912913924714,"[{'label': 'display', 'lat': 50.718990858884816, 'lng': -1.8807912913924714}]",BH2 5EL,GB,Bournemouth,Dorset,United Kingdom,"['Hilton Bournmouth', 'Bournemouth', 'Dorset', 'BH2 5EL']",177772192,
62,3,4e46745a62845e1d3c91104a,Flirt Café Bar,Café,v-1611346322,False,21 The Triangle,,50.720412296535,-1.8846704893325783,"[{'label': 'display', 'lat': 50.720412296535, 'lng': -1.8846704893325783}]",BH2 5RG,GB,Bournemouth,Dorset,United Kingdom,"['21 The Triangle', 'Bournemouth', 'Dorset', 'BH2 5RG']",,
63,4,4c87aa6e821e9eb06bcc8d89,The Christopher Creeke (Lloyds No. 1 Bar),Pub,v-1611346322,False,2 Holdenhurst Rd,,50.72251908033322,-1.8659288929394577,"[{'label': 'display', 'lat': 50.72251908033322, 'lng': -1.8659288929394577}]",BH8 8AD,GB,Bournemouth,Dorset,United Kingdom,"['2 Holdenhurst Rd', 'Bournemouth', 'Dorset', 'BH8 8AD']",,
64,5,4c006549ad15a5931ddf8d73,Camel Bar - Shisha House,Hookah Bar,v-1611346322,False,164-178 Old Christchurch Rd,,50.72208520921635,-1.8721763931139668,"[{'label': 'display', 'lat': 50.72208520921635, 'lng': -1.8721763931139668}]",BH 1 1,GB,Bournemouth,Dorset,United Kingdom,"['164-178 Old Christchurch Rd', 'Bournemouth', 'Dorset', 'BH 1 1']",,
65,6,5962924b610f0449bddcc05c,Garden Bar,Beer Garden,v-1611346322,False,,,50.720355,-1.879759,"[{'label': 'display', 'lat': 50.720355, 'lng': -1.879759}]",BH2,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset', 'BH2']",,
66,7,59629b99c9a5176d679ca243,Garden Bar,Beer Garden,v-1611346322,False,,,50.72036,-1.879903,"[{'label': 'display', 'lat': 50.72036, 'lng': -1.879903}]",BH2 6DT,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset', 'BH2 6DT']",,
67,8,4cc5d6d6306e224b0167a56c,Bournemouth Noodle Bar,Noodle House,v-1611346322,False,148 Holdenhurst Rd,,50.72741530654406,-1.8611416352093773,"[{'label': 'display', 'lat': 50.72741530654406, 'lng': -1.8611416352093773}]",BH8 8AS,GB,Bournemouth,Dorset,United Kingdom,"['148 Holdenhurst Rd', 'Bournemouth', 'Dorset', 'BH8 8AS']",,
68,9,4bcc4f9b511f9521dcb7b2c7,Hamptons Lounge Bar,Bar,v-1611346322,False,Upper Terrace Rd,,50.71935155853108,-1.880624100889311,"[{'label': 'display', 'lat': 50.71935155853108, 'lng': -1.880624100889311}]",BH 2 5,GB,Bournemouth,Dorset,United Kingdom,"['Upper Terrace Rd', 'Bournemouth', 'Dorset', 'BH 2 5']",,
69,10,4ba29a74f964a5205b0838e3,Bar So,Bar,v-1611346322,False,Exeter Rd,Royal Exeter Hotel,50.71771251567274,-1.8790860057419505,"[{'label': 'display', 'lat': 50.71771251567274, 'lng': -1.8790860057419505}]",BH2 5AG,GB,Bournemouth,Dorset,United Kingdom,"['Exeter Rd (Royal Exeter Hotel)', 'Bournemouth', 'Dorset', 'BH2 5AG']",,
70,11,56759297498e85cb275ea5e6,Après Skate Bar,Beer Garden,v-1611346322,False,,,50.719138,-1.877625,"[{'label': 'display', 'lat': 50.719138, 'lng': -1.877625}]",,GB,,,United Kingdom,,,
71,12,596a7f9dc9a51773634aec79,That Bar Downstairs,Hotel Bar,v-1611346322,False,,,50.718799,-1.880525,"[{'label': 'display', 'lat': 50.718799, 'lng': -1.880525}]",BH2,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset', 'BH2']",,
72,13,581b4212195c4b5a43af21e5,Eden Bar & Club,Cocktail Bar,v-1611346322,False,"St. Andrews Church Hall, Exeter Road",,50.71880962186368,-1.880873177909848,"[{'label': 'display', 'lat': 50.71880962186368, 'lng': -1.880873177909848}]",BH2 5AQ,GB,Bournemouth,Dorset,United Kingdom,"['St. Andrews Church Hall, Exeter Road', 'Bournemouth', 'Dorset', 'BH2 5AQ']",,
73,14,4b5f177af964a52092a529e3,Saxo Jazz Bar,Bar,v-1611346322,False,59 Charminster Rd.,,50.735227294357315,-1.868158306167505,"[{'label': 'display', 'lat': 50.735227294357315, 'lng': -1.868158306167505}]",BH8 8UE,GB,Bournemouth,Dorset,United Kingdom,"['59 Charminster Rd.', 'Bournemouth', 'Dorset', 'BH8 8UE']",,
74,15,4bb66743ef159c7461e575f7,Bar Beyond,Gay Bar,v-1611346322,False,,,50.71975,-1.884931,"[{'label': 'display', 'lat': 50.71975, 'lng': -1.884931}]",,GB,,,United Kingdom,,,
76,17,5407a8ef498e09506b702b4c,Bar Republiq,Nightclub,v-1611346322,False,176 Old Christchurch Rd,,50.722022401523105,-1.8721280548956465,"[{'label': 'display', 'lat': 50.722022401523105, 'lng': -1.8721280548956465}]",BH1 1NU,GB,Bournemouth,Dorset,United Kingdom,"['176 Old Christchurch Rd', 'Bournemouth', 'Dorset', 'BH1 1NU']",,
77,18,4dbd40136a23e294ba413b79,Bournemouth Cocktail Bar,Cocktail Bar,v-1611346322,False,,,50.7182959425011,-1.8764026639187383,"[{'label': 'display', 'lat': 50.7182959425011, 'lng': -1.8764026639187383}]",,GB,Bournemouth,Dorset,United Kingdom,"['Bournemouth', 'Dorset']",,
78,19,52aa62a4498e56d21aac31cc,Base Food Bar,Burger Joint,v-1611346322,False,,,50.721582,-1.874243,"[{'label': 'display', 'lat': 50.721582, 'lng': -1.874243}]",,GB,,,United Kingdom,,,
80,21,504259e7e4b0aa9bdbe650af,Pilots Mess Bar,Bar,v-1611346322,False,,,50.718191,-1.875431,"[{'label': 'display', 'lat': 50.718191, 'lng': -1.875431}]",,GB,,,United Kingdom,,,
81,22,56a3fdb9498e478b48f20d0d,Mantattan Bar & Lounge,Bar,v-1611346322,False,,,50.719832,-1.874358,"[{'label': 'display', 'lat': 50.719832, 'lng': -1.874358}]",,GB,,,United Kingdom,,,
82,23,512f5098e4b014b79ea5fd3b,Salad Bar,Salad Place,v-1611346322,False,,,50.723803,-1.878585,"[{'label': 'display', 'lat': 50.723803, 'lng': -1.878585}]",,GB,,,United Kingdom,,,
83,24,4e4adf6b62e1ce23e56ec2a9,Theatre Bar Bournemouth Pavillion,Bar,v-1611346322,False,Westover Rd,,50.718005623587175,-1.8745509378274172,"[{'label': 'display', 'lat': 50.718005623587175, 'lng': -1.8745509378274172}]",BH1 2BU,GB,Bournemouth,Dorset,United Kingdom,"['Westover Rd', 'Bournemouth', 'Dorset', 'BH1 2BU']",,
84,25,4b6b60dcf964a520c5042ce3,Champions Sports Bar,Sports Bar,v-1611346322,False,Norwich Avenue West,,50.720159,-1.885362,"[{'label': 'display', 'lat': 50.720159, 'lng': -1.885362}]",BH 2 5,GB,Bournemouth,Dorset,United Kingdom,"['Norwich Avenue West', 'Bournemouth', 'Dorset', 'BH 2 5']",,
85,26,4d53fb9cdcb1a143aa72b9bf,Appetites Sandwich Bar,Sandwich Place,v-1611346322,False,7 yelverton rd,,50.72209064439101,-1.8748373154845834,"[{'label': 'display', 'lat': 50.72209064439101, 'lng': -1.8748373154845834}]",BH1 1DA,GB,Bournemouth,Dorset,United Kingdom,"['7 yelverton rd', 'Bournemouth', 'Dorset', 'BH1 1DA']",,
86,27,5225d06b11d2b1fafa8ac48e,Tico's Cafe & Bar,Café,v-1611346322,False,,,50.719907,-1.885411,"[{'label': 'display', 'lat': 50.719907, 'lng': -1.885411}]",,GB,,,United Kingdom,,,
87,28,4bd98c752e6f0f4711f10a08,Dylan's Bar,Bar,v-1611346322,False,Bournemouth University,,50.74288025665746,-1.8967458501459395,"[{'label': 'display', 'lat': 50.74288025665746, 'lng': -1.8967458501459395}]",BH12 5BB,GB,Poole,Dorset,United Kingdom,"['Bournemouth University', 'Poole', 'Dorset', 'BH12 5BB']",,
